Documento;Fecha;Doc.-nro. interno;Establecimiento;Labor;Descripción;Fechaejecucion
Orden de Trabajo;2022-10-10;OT - 1721;LA GAMA;Pulverización Terrestre;sector oeste;2022-10-10
Orden de Trabajo;2022-10-10;OT - 1737;LA GAMA;Siembra De Grano Grueso Con Fertilización;48000 ptas/ha;2022-10-08
Orden de Trabajo;2022-10-10;OT - 1738;LA GAMA;Siembra De Grano Grueso Con Fertilización;48000 ptas/ha;2022-10-08
Orden de Trabajo;2022-10-10;OT - 1739;LA GAMA;Siembra De Grano Grueso Con Fertilización;48000 ptas/ha;2022-10-08
Orden de Trabajo;2022-10-13;OT - 1742;LA GAMA;Siembra De Grano Grueso Con Fertilización;48000 ptas/ha;2022-10-08
Orden de Trabajo;2022-10-15;OT - 1752;LA GAMA;Pulverización Terrestre;aplicacion de graminicidas en 150 has de cebadilla;2022-10-10
Orden de Trabajo;2022-10-17;OT - 1759;LA GAMA;Siembra De Grano Grueso Con Fertilización;54000 ptas/ha;2022-10-17
Orden de Trabajo;2022-10-22;OT - 1784;LA GAMA;Pulverización Terrestre;;2022-10-22
Orden de Trabajo;2022-10-22;OT - 1785;LA GAMA;Pulverización Terrestre;;2022-10-22
Orden de Trabajo;2022-10-22;OT - 1786;LA GAMA;Pulverización Terrestre;;2022-10-22
Orden de Trabajo;2022-10-22;OT - 1787;LA GAMA;Pulverización Terrestre;;2022-10-22
Orden de Trabajo;2022-10-22;OT - 1788;LA GAMA;Pulverización Terrestre;;2022-10-22
Orden de Trabajo;2022-10-22;OT - 1789;LA GAMA;Pulverización Terrestre;;2022-10-22
Orden de Trabajo;2022-10-22;OT - 1790;LA GAMA;Pulverización Terrestre;;2022-10-22
Orden de Trabajo;2022-10-22;OT - 1791;LA GAMA;Siembra De Grano Grueso Con Fertilización;SECTOR SIN CONVEY - 48000 sem/ha;2022-10-22
Orden de Trabajo;2022-10-22;OT - 1792;LA GAMA;Pulverización Terrestre;;2022-10-22
Orden de Trabajo;2022-10-22;OT - 1793;LA GAMA;Pulverización Terrestre;;2022-10-22
Orden de Trabajo;2022-10-24;OT - 1794;LA GAMA;Siembra De Grano Grueso Con Fertilización;48000 ptas/ha;2022-10-24
Orden de Trabajo;2022-10-28;OT - 1806;LA GAMA;Pulverización Terrestre;;2022-10-28
Orden de Trabajo;2022-10-28;OT - 1807;LA GAMA;Pulverización Terrestre;;2022-10-28
Orden de Trabajo;2022-10-24;OT - 1811;LA GAMA;Siembra De Grano Grueso Con Fertilización;48000 ptas/ha;2022-10-24
Orden de Trabajo;2022-10-24;OT - 1812;LA GAMA;Siembra De Grano Grueso Con Fertilización;48000 ptas/ha;2022-10-24
Orden de Trabajo;2022-11-17;OT - 1830;LA GAMA;Siembra De Grano Grueso Con Fertilización;40562 plantas promedio/ha - 2,1 plantas prom/mt.;2022-11-17
Orden de Trabajo;2022-11-17;OT - 1831;LA GAMA;Siembra De Grano Grueso Con Fertilización;44307 plantas promedio/ha - 2,2 plantas prom/mt.;2022-11-17
Orden de Trabajo;2022-11-21;OT - 1839;LA GAMA;Siembra De Grano Grueso Sin Fertilización;dosis de rizoliq: una caja cada 2500 kgs de semilla, 0,024 caja /ha. HI STICK SOLO UTILIZAR LOS PROTECTORES.;2022-11-21
Orden de Trabajo;2022-11-21;OT - 1840;LA GAMA;Siembra De Grano Grueso Sin Fertilización;dosis de rizoliq: una caja cada 2500 kgs de semilla, 0,024 caja /ha. HI STICK SOLO UTILIZAR LOS PROTECTORES.;2022-11-21
Orden de Trabajo;2022-11-26;OT - 1851;LA GAMA;Pulverización Terrestre;;2022-10-10
Orden de Trabajo;2022-11-26;OT - 1852;LA GAMA;Pulverización Terrestre;sector este + monte;2022-10-10
Orden de Trabajo;2022-11-26;OT - 1853;LA GAMA;Pulverización Terrestre;sector sur- maiz;2022-10-10
Orden de Trabajo;2022-11-27;OT - 1854;LA GAMA;Siembra De Grano Grueso Con Fertilización;prom ptas/ha 43682;2022-11-27
Orden de Trabajo;2022-12-02;OT - 1874;LA GAMA;Pulverización Terrestre;;2022-10-10
Orden de Trabajo;2022-12-08;OT - 1893;LA GAMA;Pulverización Terrestre;;2022-12-08
Orden de Trabajo;2022-12-08;OT - 1894;LA GAMA;Pulverización Terrestre;;2022-12-08
Orden de Trabajo;2022-12-15;OT - 1905;LA GAMA;Pulverización Terrestre;;2022-12-15
Orden de Trabajo;2022-12-15;OT - 1907;LA GAMA;Pulverización Terrestre;sector no sembrado;2022-12-15
Orden de Trabajo;2022-12-15;OT - 1908;LA GAMA;Pulverización Terrestre;lote 8W;2022-12-15
Orden de Trabajo;2022-12-15;OT - 1909;LA GAMA;Pulverización Terrestre;lote 8E y monte;2022-12-15
Orden de Trabajo;2022-12-15;OT - 1911;LA GAMA;Pulverización Terrestre;;2022-12-15
Orden de Trabajo;2022-12-15;OT - 1912;LA GAMA;Pulverización Terrestre;;2022-12-15
Orden de Trabajo;2022-12-15;OT - 1913;LA GAMA;Pulverización Terrestre;;2022-12-15
Orden de Trabajo;2022-12-15;OT - 1914;LA GAMA;Pulverización Terrestre;;2022-12-15
Orden de Trabajo;2022-12-15;OT - 1915;LA GAMA;Pulverización Terrestre;;2022-12-15
Orden de Trabajo;2022-12-29;OT - 1926;LA GAMA;Pulverización Terrestre;;2022-12-29
Orden de Trabajo;2023-01-02;OT - 1944;LA GAMA;Siembra De Grano Grueso Sin Fertilización;;2023-01-02
Orden de Trabajo;2023-01-04;OT - 1946;LA GAMA;Pulverización Terrestre;SECTOR ENLIST;2023-01-04
Orden de Trabajo;2023-01-04;OT - 1947;LA GAMA;Pulverización Terrestre;SECTOR NO ENLIST;2023-01-04
Orden de Trabajo;2023-01-04;OT - 1949;LA GAMA;Pulverización Terrestre;;2023-01-04
Orden de Trabajo;2023-01-03;OT - 1954;LA GAMA;Siembra De Grano Grueso Sin Fertilización;39859 PTAS/HA;2023-01-05
Orden de Trabajo;2023-01-03;OT - 1955;LA GAMA;Siembra De Grano Grueso Sin Fertilización;40143 PTAS/HA;2023-01-05
Orden de Trabajo;2023-01-03;OT - 1956;LA GAMA;Siembra De Grano Grueso Sin Fertilización;40143 PTAS/HA;2023-01-05
Orden de Trabajo;2023-01-03;OT - 1957;LA GAMA;Siembra De Grano Grueso Sin Fertilización;40850 PTAS/HA;2023-01-05
Orden de Trabajo;2023-01-03;OT - 1958;LA GAMA;Siembra De Grano Grueso Sin Fertilización;41532 PTAS/HA;2023-01-05
Orden de Trabajo;2023-01-03;OT - 1959;LA GAMA;Siembra De Grano Grueso Sin Fertilización;41078 PTAS/HA;2023-01-05
Orden de Trabajo;2023-01-07;OT - 1964;LA GAMA;Pulverización Terrestre;sector quemado soja;2023-01-07
Orden de Trabajo;2023-01-07;OT - 1965;LA GAMA;Resiembra;;2023-01-07
Orden de Trabajo;2023-01-10;OT - 1966;LA GAMA;Pulverización Terrestre;sector 14S;2023-01-10
Orden de Trabajo;2022-12-15;OT - 1982;LA GAMA;Siembra De Grano Grueso Con Fertilización;;2023-01-20
Orden de Trabajo;2022-12-15;OT - 1983;LA GAMA;Siembra De Grano Grueso Con Fertilización;;2023-01-20
Orden de Trabajo;2023-01-31;OT - 1993;LA GAMA;Pulverización Terrestre;;2023-01-31
Orden de Trabajo;2023-01-31;OT - 1994;LA GAMA;Pulverización Terrestre;sector sembrado tarde;2023-01-31
Orden de Trabajo;2023-01-31;OT - 1995;LA GAMA;Pulverización Terrestre;lote 8W - sector sembrado tarde;2023-01-31
Orden de Trabajo;2023-01-31;OT - 1996;LA GAMA;Pulverización Terrestre;lote 8E y monte - sector sembrado tarde;2023-01-31
Orden de Trabajo;2023-01-31;OT - 1997;LA GAMA;Pulverización Terrestre;sector 14sur;2023-01-31
Orden de Trabajo;2023-01-31;OT - 1998;LA GAMA;Pulverización Terrestre;;2023-01-31
Orden de Trabajo;2023-01-31;OT - 1999;LA GAMA;Pulverización Terrestre;;2023-01-31
Orden de Trabajo;2023-01-31;OT - 2000;LA GAMA;Pulverización Terrestre;;2023-01-31
Orden de Trabajo;2023-02-01;OT - 2012;LA GAMA;Pulverización Terrestre;;2023-02-01
Orden de Trabajo;2023-02-01;OT - 2014;LA GAMA;Pulverización Terrestre;;2023-02-01
Orden de Trabajo;2023-04-19;OT - 2061;LA GAMA;Rolo con siembra de cobertura;cabeceras del sector norte y sur - reforzar cabecera Este - revisar y anotar has finales trabajadas;2023-04-19
Orden de Trabajo;2023-04-19;OT - 2062;LA GAMA;Rolo con siembra de cobertura;sector de loma central y cabecera Este - revisar y anotar has finales trabajadas;2023-04-19
Orden de Trabajo;2023-04-19;OT - 2063;LA GAMA;Rolo con siembra de cobertura;sector de loma, cabecera oeste voladas - revisar y anotar has finales trabajadas;2023-04-19
Orden de Trabajo;2023-04-19;OT - 2064;LA GAMA;Rolo con siembra de cobertura;sector de loma, cabecera oeste voladas - revisar y anotar has finales trabajadas;2023-04-19
Orden de Trabajo;2023-04-19;OT - 2065;LA GAMA;Rolo con siembra de cobertura;cabecera- sector de loma del 10n a revisar cuando se coseche la soja- revisar y anotar has finales trabajadas;2023-04-19
Orden de Trabajo;2023-04-19;OT - 2066;LA GAMA;Rolo con siembra de cobertura;cabeceras, reforzando sector norte y sur- revisar y anotar has finales trabajadas;2023-04-19
Orden de Trabajo;2023-04-19;OT - 2067;LA GAMA;Rolo con siembra de cobertura;cabeceras, sectores con sandileja y pappophorum volados, lomas voladas - revisar y anotar has finales trabajadas;2023-04-19
Orden de Trabajo;2023-10-03;OT - 2103;LA GAMA;Pulverización Terrestre;;2023-10-03
Orden de Trabajo;2023-10-03;OT - 2104;LA GAMA;Pulverización Terrestre;sector 8 W - cabecera con centeno 2,8 lts/ha glifosato + 0,6 lts/ha cletodim - SUBIR DOSIS EN ESTE SECTOR;2023-10-03
Orden de Trabajo;2023-10-03;OT - 2105;LA GAMA;Pulverización Terrestre;;2023-10-03
Orden de Trabajo;2023-10-03;OT - 2106;LA GAMA;Pulverización Terrestre;sector 8 E - cabecera con centeno 2,8 lts/ha glifosato + 0,6 lts/ha cletodim - SUBIR DOSIS EN ESTE SECTOR;2023-10-03
Orden de Trabajo;2023-10-03;OT - 2107;LA GAMA;Pulverización Terrestre;;2023-10-03
Orden de Trabajo;2023-10-03;OT - 2108;LA GAMA;Pulverización Terrestre;;2023-10-03
Orden de Trabajo;2023-10-03;OT - 2109;LA GAMA;Pulverización Terrestre;;2023-10-03
Orden de Trabajo;2023-10-03;OT - 2110;LA GAMA;Pulverización Terrestre;GLIFOSATO 2 LT/HA EN 60% DEL AREA. SE AUMENTA LA DOSIS EN EL CENTENO A 2,8LT/HA. REVISAR SI SE AGREGA CLETODIM;2023-10-03
Orden de Trabajo;2023-10-03;OT - 2111;LA GAMA;Pulverización Terrestre;GLIFOSATO 2 LT/HA EN 60% DEL AREA. SE AUMENTA LA DOSIS EN EL CENTENO A 2,8LT/HA. REVISAR SI SE AGREGA CLETODIM;2023-10-03
Orden de Trabajo;2023-10-03;OT - 2112;LA GAMA;Pulverización Terrestre;GLIFOSATO 2 LT/HA EN 60% DEL AREA. SE AUMENTA LA DOSIS EN EL CENTENO A 2,8LT/HA. REVISAR SI SE AGREGA CLETODIM;2023-10-03
Orden de Trabajo;2023-10-03;OT - 2113;LA GAMA;Pulverización Terrestre;;2023-10-03
Orden de Trabajo;2023-10-12;OT - 2152;LA GAMA;Pulverización Terrestre;cultivo soja;2023-10-12
Orden de Trabajo;2023-10-12;OT - 2153;LA GAMA;Pulverización Terrestre;cultivo soja;2023-10-12
Orden de Trabajo;2023-10-12;OT - 2154;LA GAMA;Pulverización Terrestre;cultivo soja;2023-10-12
Orden de Trabajo;2023-10-12;OT - 2155;LA GAMA;Pulverización Terrestre;cultivo soja/ maiz - barbecho abierto;2023-10-12
Orden de Trabajo;2023-10-12;OT - 2156;LA GAMA;Pulverización Terrestre;cultivo soja. - 60 Ha entre los montes del Este aplicar idem L13. El Cleto+Halox estan con formula ajustada por 60ha;2023-10-12
Orden de Trabajo;2023-10-16;OT - 2157;LA GAMA;Pulverización Terrestre;sector centeno;2023-10-16
Orden de Trabajo;2023-10-16;OT - 2158;LA GAMA;Pulverización Terrestre;sector centeno;2023-10-16
Orden de Trabajo;2023-10-16;OT - 2159;LA GAMA;Pulverización Terrestre;sector centeno;2023-10-16
Orden de Trabajo;2023-10-18;OT - 2160;LA GAMA;Pulverización Terrestre;;2023-10-18
Orden de Trabajo;2023-10-18;OT - 2161;LA GAMA;Pulverización Terrestre;;2023-10-18
Orden de Trabajo;2023-10-18;OT - 2162;LA GAMA;Pulverización Terrestre;siembra girasol;2023-10-18
Orden de Trabajo;2023-10-28;OT - 2191;LA GAMA;Siembra De Grano Grueso Con Fertilización;DENSIDAD DE SIEMBRA 50.000 PL/HA;2023-10-28
Orden de Trabajo;2023-10-29;OT - 2192;LA GAMA;Siembra De Grano Grueso Con Fertilización;DENSIDAD DE SIEMBRA 50.000 PL/HA;2023-10-29
Orden de Trabajo;2023-10-29;OT - 2193;LA GAMA;Siembra De Grano Grueso Con Fertilización;DENSIDAD DE SIEMBRA 50.000 PL/HA - SE SIEMBRA CON GIRASOL SOLO LA SUPERFICIE LABOREADA CON CARPITEC;2023-10-29
Orden de Trabajo;2023-11-04;OT - 2202;LA GAMA;Pulverización Terrestre;;2023-11-04
Orden de Trabajo;2023-11-04;OT - 2203;LA GAMA;Pulverización Terrestre;LOTE 4NE;2023-11-04
Orden de Trabajo;2023-11-04;OT - 2204;LA GAMA;Pulverización Terrestre;;2023-11-04
Orden de Trabajo;2023-11-04;OT - 2205;LA GAMA;Pulverización Terrestre;LOTE 9E;2023-11-04
Orden de Trabajo;2023-11-04;OT - 2206;LA GAMA;Pulverización Terrestre;;2023-11-04
Orden de Trabajo;2023-11-04;OT - 2207;LA GAMA;Pulverización Terrestre;LA PARTE QUE SE VA A SEMBRAR SOJA;2023-11-04
Orden de Trabajo;2023-11-06;OT - 2209;LA GAMA;Siembra De Grano Grueso Sin Fertilización;DENSIDAD DE SIEMBRA 13 SEM/MT A 35CM_ 374.100 PLANTAS/HA /// LOTE 9E 182HAS /// 1 CAJA INOCULANTE CADA 3.000KGS SEMILLA;2023-11-06
Orden de Trabajo;2023-11-06;OT - 2210;LA GAMA;Siembra De Grano Grueso Sin Fertilización;DENSIDAD DE SIEMBRA 13 SEM/MT A 35CM_ 374.100 PLANTAS/HA /// 1 CAJA INOCULANTE CADA 3.000KGS SEMILLA;2023-11-06
Orden de Trabajo;2023-10-29;OT - 2214;LA GAMA;Siembra De Grano Grueso Con Fertilización;DENSIDAD DE SIEMBRA 50.000 PL/HA /// LOTE 4NE;2023-10-29
Orden de Trabajo;2023-10-29;OT - 2215;LA GAMA;Siembra De Grano Grueso Con Fertilización;DENSIDAD DE SIEMBRA 50.000 PL/HA;2023-10-29
Orden de Trabajo;2023-10-29;OT - 2216;LA GAMA;Siembra De Grano Grueso Con Fertilización;DENSIDAD DE SIEMBRA 50.000 PL/HA;2023-10-29
Orden de Trabajo;2023-11-04;OT - 2217;LA GAMA;Pulverización Terrestre;LOTE 4NW;2023-11-04
Orden de Trabajo;2023-11-04;OT - 2218;LA GAMA;Pulverización Terrestre;;2023-11-04
Orden de Trabajo;2023-11-04;OT - 2219;LA GAMA;Pulverización Terrestre;Agregamos solo en una tancada (de 60Ha) para hacer las costas. 0,8 Lts/Ha de cletodim;2023-11-04
Orden de Trabajo;2023-11-13;OT - 2226;LA GAMA;Pulverización Terrestre;;2023-11-13
Orden de Trabajo;2023-11-13;OT - 2227;LA GAMA;Pulverización Terrestre;;2023-11-13
Orden de Trabajo;2023-11-13;OT - 2228;LA GAMA;Siembra De Grano Grueso Sin Fertilización;DENSIDAD DE SIEMBRA 14 SEM/MT A 35CM_ 310.000 PLANTAS/HA /// 1 CAJA INOCULANTE CADA 3.000KGS SEMILLA;2023-11-13
Orden de Trabajo;2023-11-13;OT - 2229;LA GAMA;Siembra De Grano Grueso Sin Fertilización;DENSIDAD DE SIEMBRA 14 SEM/MT A 35CM_ 310.000 PLANTAS/HA /// 1 CAJA INOCULANTE CADA 3.000KGS SEMILLA;2023-11-13
Orden de Trabajo;2023-11-16;OT - 2237;LA GAMA;Pulverización Terrestre;LOTE 9W;2023-11-16
Orden de Trabajo;2023-11-16;OT - 2238;LA GAMA;Pulverización Terrestre;;2023-11-16
Orden de Trabajo;2023-11-16;OT - 2244;LA GAMA;Pulverización Terrestre;LA PARTE NE DEL LOTE, 35HAS;2023-11-16
Orden de Trabajo;2023-11-16;OT - 2245;LA GAMA;Pulverización Terrestre;DESCONTANDO LA PARTE NE QUE TIENE OT APARTE;2023-11-16
Orden de Trabajo;2023-11-17;OT - 2249;LA GAMA;Siembra De Grano Grueso Sin Fertilización;DENSIDAD DE SIEMBRA 13 SEM/MT A 35CM_ 310.000 PLANTAS/HA /// 1 CAJA INOCULANTE CADA 3.000KGS SEMILLA;2023-11-17
Orden de Trabajo;2023-11-17;OT - 2250;LA GAMA;Pulverización Terrestre;LOTE 14 SUR;2023-11-17
Orden de Trabajo;2023-11-17;OT - 2251;LA GAMA;Pulverización Terrestre;LOTE 14 NORTE;2023-11-17
Orden de Trabajo;2023-11-18;OT - 2252;LA GAMA;Siembra De Grano Grueso Con Fertilización;SIEMBRA VARIABLE POBLACIÓN PROMEDIO 48.000 PL/HA /// FERTILIZACIÓN VARIABLE DE UREA DOSIS PROMEDIO 120KG/HA;2023-11-18
Orden de Trabajo;2023-11-18;OT - 2254;LA GAMA;Siembra De Grano Grueso Sin Fertilización;DENSIDAD DE SIEMBRA 15 SEM/MT A 35CM_ 419.000 SEMILLAS/HA /// 1 CAJA INOCULANTE CADA 3.000KGS SEMILLA;2023-11-18
Orden de Trabajo;2023-11-18;OT - 2255;LA GAMA;Siembra De Grano Grueso Sin Fertilización;DENSIDAD DE SIEMBRA 15 SEM/MT A 35CM_ 419.000 SEMILLAS/HA /// 1 CAJA INOCULANTE CADA 3.000KGS SEMILLA;2023-11-18
Orden de Trabajo;2023-11-21;OT - 2265;LA GAMA;Siembra De Grano Grueso Con Fertilización;SIEMBRA VARIABLE POBLACIÓN PROMEDIO 38.000 PL/HA /// FERTILIZACIÓN VARIABLE DE UREA DOSIS PROMEDIO 110KG/HA;2023-11-21
Orden de Trabajo;2023-11-21;OT - 2266;LA GAMA;Siembra De Grano Grueso Con Fertilización;SIEMBRA VARIABLE POBLACIÓN PROMEDIO 38.000 PL/HA /// FERTILIZACIÓN VARIABLE DE UREA DOSIS PROMEDIO 110KG/HA;2023-11-21
Orden de Trabajo;2023-11-21;OT - 2267;LA GAMA;Siembra De Grano Grueso Con Fertilización;LOTES 14 SUR /// SIEMBRA VARIABLE POBLACIÓN PROMEDIO 37.000 PL/HA /// FERTILIZACIÓN VARIABLE DE UREA DOSIS PROMEDIO 110KG/HA;2023-11-21
Orden de Trabajo;2023-11-21;OT - 2268;LA GAMA;Pulverización Terrestre;;2023-11-21
Orden de Trabajo;2023-11-21;OT - 2269;LA GAMA;Pulverización Terrestre;;2023-11-21
Orden de Trabajo;2023-11-24;OT - 2278;LA GAMA;Pulverización Terrestre;LOTE 8W;2023-11-24
Orden de Trabajo;2023-11-24;OT - 2279;LA GAMA;Pulverización Terrestre;;2023-11-24
Orden de Trabajo;2023-11-24;OT - 2280;LA GAMA;Siembra De Grano Grueso Sin Fertilización;DENSIDAD DE SIEMBRA 15 SEM/MT A 35CM_ 419.000 SEMILLAS/HA /// 1 CAJA INOCULANTE CADA 3.000KGS SEMILLA;2023-11-24
Orden de Trabajo;2023-11-24;OT - 2281;LA GAMA;Siembra De Grano Grueso Sin Fertilización;LOTE 9W /// DENSIDAD DE SIEMBRA 15 SEM/MT A 35CM_ 419.000 SEMILLAS/HA /// 1 CAJA INOCULANTE CADA 3.000KGS SEMILLA;2023-11-24
Orden de Trabajo;2023-11-24;OT - 2282;LA GAMA;Siembra De Grano Grueso Con Fertilización;SIEMBRA VARIABLE POBLACIÓN PROMEDIO 40.000 PL/HA /// FERTILIZACIÓN VARIABLE DE UREA DOSIS PROMEDIO 110KG/HA;2023-11-24
Orden de Trabajo;2023-11-26;OT - 2290;LA GAMA;Pulverización Terrestre;;2023-11-26
Orden de Trabajo;2023-11-26;OT - 2291;LA GAMA;Pulverización Terrestre;;2023-11-26
Orden de Trabajo;2023-11-30;OT - 2300;LA GAMA;Pulverización Terrestre;LOTE 9W /// ANTES QUE NAZCA LA SOJA;2023-11-30
Orden de Trabajo;2023-11-30;OT - 2301;LA GAMA;Pulverización Terrestre;LOTE 14N ;2023-11-30
Orden de Trabajo;2023-11-30;OT - 2302;LA GAMA;Pulverización Terrestre;LOTE 18 MAIZ;2023-11-30
Orden de Trabajo;2023-11-30;OT - 2303;LA GAMA;Siembra De Grano Grueso Con Fertilización;SIEMBRA VARIABLE POBLACIÓN PROMEDIO 41.000 PL/HA /// FERTILIZACIÓN VARIABLE DE UREA DOSIS PROMEDIO 120KG/HA;2023-11-30
Orden de Trabajo;2023-11-30;OT - 2304;LA GAMA;Siembra De Grano Grueso Con Fertilización;LOTE 14 N /// SIEMBRA VARIABLE POBLACIÓN PROMEDIO 37.000 PL/HA /// FERTILIZACIÓN VARIABLE DE UREA DOSIS PROMEDIO 110KG/HA;2023-11-30
Orden de Trabajo;2023-11-30;OT - 2305;LA GAMA;Siembra De Grano Grueso Con Fertilización;LOTE 8 E /// DENSIDAD DE SIEMBRA 46.000 SEM/HA;2023-11-30
Orden de Trabajo;2023-12-02;OT - 2320;LA GAMA;Pulverización Terrestre;;2023-12-02
Orden de Trabajo;2023-12-02;OT - 2321;LA GAMA;Pulverización Terrestre;LOTE 8E /// TOMAR LA PRECAUCION DE NO PULVERIZAR LOMAS VOLADAS;2023-12-02
Orden de Trabajo;2023-11-30;OT - 2323;LA GAMA;Siembra De Grano Grueso Con Fertilización;LOTE 8W /// SIEMBRA VARIABLE POBLACIÓN PROMEDIO 43.500 PL/HA /// FERTILIZACIÓN VARIABLE DE UREA DOSIS PROMEDIO 120KG/HA;2023-11-30
Orden de Trabajo;2023-12-06;OT - 2324;LA GAMA;Pulverización Terrestre;;2023-12-06
Orden de Trabajo;2023-12-06;OT - 2325;LA GAMA;Siembra De Grano Grueso Con Fertilización;SIEMBRA VARIABLE POBLACIÓN PROMEDIO 37.500 PL/HA /// FERTILIZACIÓN VARIABLE DE UREA DOSIS PROMEDIO 100KG/HA;2023-12-06
Orden de Trabajo;2023-12-07;OT - 2332;LA GAMA;Pulverización Aerea;;2023-12-07
Orden de Trabajo;2023-12-07;OT - 2333;LA GAMA;Pulverización Aerea;;2023-12-07
Orden de Trabajo;2023-12-07;OT - 2334;LA GAMA;Pulverización Terrestre;;2023-12-07
Orden de Trabajo;2023-12-09;OT - 2341;LA GAMA;Siembra De Grano Grueso Con Fertilización;SIEMBRA VARIABLE POBLACIÓN PROMEDIO 38.600 PL/HA /// FERTILIZACIÓN VARIABLE DE UREA DOSIS PROMEDIO 110KG/HA;2023-12-09
Orden de Trabajo;2023-12-10;OT - 2342;LA GAMA;Pulverización Terrestre;SEGUNDO GOLPE. PEVIO A LA SIEMBRA Y POST 7 DIAS DE LA PRIMERA APLICACIÓN, O BIEN, ENTRE SIEMBRA Y EMERGENCIA. Se puede reemplzar el Heat por paracuat 2,3 Lts/Ha, pero cuando no respetamos los 7 dias minimos para el segundo golpe, siempre es conveniente ir con Heat ;2023-12-10
Orden de Trabajo;2023-12-11;OT - 2346;LA GAMA;Siembra De Grano Grueso Con Fertilización;SIEMBRA VARIABLE POBLACIÓN PROMEDIO 40.200 PL/HA /// FERTILIZACIÓN VARIABLE DE UREA DOSIS PROMEDIO 110KG/HA;2023-12-11
Orden de Trabajo;2023-12-18;OT - 2364;LA GAMA;Siembra De Grano Grueso Con Fertilización;SIEMBRA VARIABLE POBLACIÓN PROMEDIO 39.900 PL/HA /// FERTILIZACIÓN VARIABLE DE UREA DOSIS PROMEDIO 110KG/HA;2023-12-18
Orden de Trabajo;2023-12-18;OT - 2365;LA GAMA;Siembra De Grano Grueso Con Fertilización;SIEMBRA VARIABLE POBLACIÓN PROMEDIO 39.900 PL/HA /// FERTILIZACIÓN VARIABLE DE UREA DOSIS PROMEDIO 110KG/HA;2023-12-18
Orden de Trabajo;2023-12-18;OT - 2366;LA GAMA;Pulverización Terrestre;LOTE 9E;2023-12-18
Orden de Trabajo;2023-12-18;OT - 2367;LA GAMA;Pulverización Terrestre;LOTE 9E;2023-12-18
Orden de Trabajo;2023-12-18;OT - 2368;LA GAMA;Pulverización Terrestre;;2023-12-18
Orden de Trabajo;2023-12-26;OT - 2403;LA GAMA;Pulverización Terrestre;;2023-12-26
Orden de Trabajo;2023-12-26;OT - 2404;LA GAMA;Pulverización Terrestre;;2023-12-26
Orden de Trabajo;2023-12-26;OT - 2405;LA GAMA;Pulverización Terrestre;;2023-12-26
Orden de Trabajo;2023-12-26;OT - 2406;LA GAMA;Pulverización Terrestre;;2023-12-26
Orden de Trabajo;2023-12-26;OT - 2407;LA GAMA;Pulverización Terrestre;;2023-12-26
Orden de Trabajo;2023-12-29;OT - 2409;LA GAMA;Pulverización Terrestre;LOTE 4NW /// OJO DERIVA GLIFOSATO - HORMONALES;2023-12-29
Orden de Trabajo;2023-12-29;OT - 2410;LA GAMA;Pulverización Terrestre;Solo Flex 100 Ha norte - 1,1 Lts/Ha;2023-12-29
Orden de Trabajo;2023-12-29;OT - 2411;LA GAMA;Pulverización Terrestre;LOTE 9W;2023-12-29
Orden de Trabajo;2023-12-29;OT - 2412;LA GAMA;Pulverización Terrestre;LOTE 9W;2023-12-29
Orden de Trabajo;2024-01-04;OT - 2425;LA GAMA;Pulverización Terrestre;LOTE 14 S;2024-01-04
Orden de Trabajo;2024-01-04;OT - 2426;LA GAMA;Pulverización Terrestre;LOTE 14 N;2024-01-04
Orden de Trabajo;2024-01-08;OT - 2432;LA GAMA;Pulverización Terrestre;;2024-01-08
Orden de Trabajo;2024-01-08;OT - 2433;LA GAMA;Pulverización Terrestre;;2024-01-08
Orden de Trabajo;2024-01-08;OT - 2434;LA GAMA;Pulverización Terrestre;PARTE DEL LOTE CON MAIZ;2024-01-08
Orden de Trabajo;2024-01-09;OT - 2435;LA GAMA;Resiembra;LOTES 8E Y 8W MAIZ;2024-01-09
Orden de Trabajo;2024-01-09;OT - 2436;LA GAMA;Resiembra;LOTES 4NW;2024-01-09
Orden de Trabajo;2024-01-09;OT - 2437;LA GAMA;Resiembra;LOTE 9W;2024-01-09
Orden de Trabajo;2024-01-09;OT - 2438;LA GAMA;Resiembra;;2024-01-09
Orden de Trabajo;2024-01-09;OT - 2446;LA GAMA;Pulverización Terrestre;;2024-01-09
Orden de Trabajo;2024-01-09;OT - 2447;LA GAMA;Pulverización Terrestre;LOTE 18 LA PARTE DE SOJA;2024-01-09
Orden de Trabajo;2024-01-10;OT - 2448;LA GAMA;Siembra De Grano Grueso Con Fertilización;;2024-01-10
Orden de Trabajo;2024-01-10;OT - 2450;LA GAMA;Pulverización Terrestre;;2024-01-10
Orden de Trabajo;2024-01-13;OT - 2455;LA GAMA;Fertilizacion Terrestre;;2024-01-13
Orden de Trabajo;2024-01-13;OT - 2472;LA GAMA;Fertilizacion Terrestre;;2024-01-13
Orden de Trabajo;2024-01-13;OT - 2473;LA GAMA;Fertilizacion Terrestre;;2024-01-13
Orden de Trabajo;2024-01-13;OT - 2474;LA GAMA;Fertilizacion Terrestre;;2024-01-13
Orden de Trabajo;2024-01-13;OT - 2475;LA GAMA;Fertilizacion Terrestre;;2024-01-13
Orden de Trabajo;2024-01-13;OT - 2476;LA GAMA;Fertilizacion Terrestre;LOTE 14 SUR;2024-01-13
