Documento;Fecha;Doc.-nro. interno;Establecimiento;Labor;Descripción;Fechaejecucion
Orden de Trabajo;2025-08-01;OT - 3409;ANAHATA;Desmalezado Algodón;MEDIR SUPERCIE EFECTIVAMENTE DESMALEZADA EN EL LOTE 4;2025-08-01
Orden de Trabajo;2025-08-11;OT - 3410;ANAHATA;Pulverización Terrestre;;2025-08-11
Orden de Trabajo;2025-08-11;OT - 3411;ANAHATA;Pulverización Terrestre;;2025-08-11
Orden de Trabajo;2025-08-27;OT - 3412;ANAHATA;Rastra;MEDIR EFECTIVAMENTE SUPERFICIE TRABAJADA;2025-08-27
Orden de Trabajo;2025-08-23;OT - 3413;ANAHATA;Siembra De Grano Grueso Con Fertilización;;2025-08-23
Orden de Trabajo;2025-09-09;OT - 3426;ANAHATA;Siembra De Grano Grueso Con Fertilización;;2025-09-09
Orden de Trabajo;2025-09-01;OT - 3427;ANAHATA;Pulverización Terrestre;PARAQUAT APLICADO EN 400HAS SOLAMENTE 2LT/HA, AJUSTAR CONSUMO FINAL INSUMO;2025-09-01
Orden de Trabajo;2025-09-09;OT - 3428;ANAHATA;Siembra De Grano Grueso Con Fertilización;;2025-09-09
Orden de Trabajo;2025-02-25;OT - 3278;CLEVELAND - INTI;Pulverización Terrestre;;2025-02-25
Orden de Trabajo;2025-02-25;OT - 3279;CLEVELAND - INTI;Pulverización Terrestre;;2025-02-25
Orden de Trabajo;2025-02-25;OT - 3280;CLEVELAND - INTI;Pulverización Terrestre;;2025-02-25
Orden de Trabajo;2025-03-03;OT - 3313;CLEVELAND - INTI;Pulverización Terrestre;;2025-03-03
Orden de Trabajo;2025-03-03;OT - 3314;CLEVELAND - INTI;Pulverización Terrestre;;2025-03-03
Orden de Trabajo;2025-03-03;OT - 3315;CLEVELAND - INTI;Pulverización Terrestre;;2025-03-03
Orden de Trabajo;2025-03-25;OT - 3319;CLEVELAND - INTI;Pulverización Terrestre;;2025-03-25
Orden de Trabajo;2025-03-25;OT - 3320;CLEVELAND - INTI;Pulverización Terrestre;;2025-03-25
Orden de Trabajo;2025-03-25;OT - 3321;CLEVELAND - INTI;Pulverización Terrestre;;2025-03-25
Orden de Trabajo;2025-05-01;OT - 3363;CLEVELAND - INTI;Pulverización Terrestre;USAR ROZZAR EN ESTOS LOTES;2025-05-01
Orden de Trabajo;2025-05-01;OT - 3364;CLEVELAND - INTI;Pulverización Terrestre;USAR ROZZAR EN ESTOS LOTES;2025-05-01
Orden de Trabajo;2025-05-01;OT - 3365;CLEVELAND - INTI;Pulverización Terrestre;USAR ROZZAR EN ESTOS LOTES;2025-05-01
Orden de Trabajo;2025-08-13;OT - 3401;CLEVELAND - INTI;Rolo;;2025-08-13
Orden de Trabajo;2025-08-25;OT - 3417;CLEVELAND - INTI;Pulverización Terrestre;;2025-08-25
Orden de Trabajo;2024-05-22;OT - 2674;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2024-05-22
Orden de Trabajo;2024-05-22;OT - 2675;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2024-05-22
Orden de Trabajo;2024-05-22;OT - 2676;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2024-05-22
Orden de Trabajo;2024-05-22;OT - 2677;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2024-05-22
Orden de Trabajo;2024-05-22;OT - 2678;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2024-05-22
Orden de Trabajo;2024-05-28;OT - 2686;EST. GUTEMBERG-INTI;Siembra De Grano Fino Con Fertilización;;2024-05-28
Orden de Trabajo;2024-05-28;OT - 2687;EST. GUTEMBERG-INTI;Siembra De Grano Fino Con Fertilización;;2024-05-28
Orden de Trabajo;2024-05-28;OT - 2688;EST. GUTEMBERG-INTI;Siembra De Grano Fino Con Fertilización;;2024-05-28
Orden de Trabajo;2024-05-28;OT - 2690;EST. GUTEMBERG-INTI;Siembra De Grano Fino Con Fertilización;;2024-05-28
Orden de Trabajo;2024-05-28;OT - 2691;EST. GUTEMBERG-INTI;Siembra De Grano Fino Con Fertilización;;2024-05-28
Orden de Trabajo;2024-08-19;OT - 2726;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2024-08-19
Orden de Trabajo;2024-08-19;OT - 2727;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2024-08-19
Orden de Trabajo;2024-08-19;OT - 2728;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2024-08-19
Orden de Trabajo;2024-08-19;OT - 2729;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2024-08-19
Orden de Trabajo;2024-12-02;OT - 2956;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2024-12-02
Orden de Trabajo;2024-12-02;OT - 2957;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2024-12-02
Orden de Trabajo;2024-12-02;OT - 2958;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2024-12-02
Orden de Trabajo;2024-12-04;OT - 2974;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2024-12-04
Orden de Trabajo;2024-12-04;OT - 2975;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2024-12-04
Orden de Trabajo;2024-12-04;OT - 2976;EST. GUTEMBERG-INTI;Rolo;;2024-12-04
Orden de Trabajo;2024-12-04;OT - 2977;EST. GUTEMBERG-INTI;Rolo;;2024-12-04
Orden de Trabajo;2024-12-04;OT - 2978;EST. GUTEMBERG-INTI;Rolo;;2024-12-04
Orden de Trabajo;2024-12-06;OT - 2980;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2024-12-06
Orden de Trabajo;2024-12-06;OT - 2981;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2024-12-06
Orden de Trabajo;2024-12-06;OT - 2982;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2024-12-06
Orden de Trabajo;2024-12-06;OT - 2983;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2024-12-06
Orden de Trabajo;2024-12-22;OT - 3050;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2024-12-22
Orden de Trabajo;2024-12-22;OT - 3051;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2024-12-22
Orden de Trabajo;2024-12-22;OT - 3052;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2024-12-22
Orden de Trabajo;2024-12-22;OT - 3053;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2024-12-22
Orden de Trabajo;2024-12-22;OT - 3054;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2024-12-22
Orden de Trabajo;2024-12-22;OT - 3055;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2024-12-22
Orden de Trabajo;2024-12-22;OT - 3056;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2024-12-22
Orden de Trabajo;2024-12-22;OT - 3057;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2024-12-22
Orden de Trabajo;2024-12-22;OT - 3058;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2024-12-22
Orden de Trabajo;2024-12-20;OT - 3099;EST. GUTEMBERG-INTI;Siembra De Grano Grueso Sin Fertilización;DENSIDAD DE SIEMBRA 300.000 SEM/HA;2024-12-25
Orden de Trabajo;2024-12-20;OT - 3100;EST. GUTEMBERG-INTI;Siembra De Grano Grueso Sin Fertilización;DENSIDAD DE SIEMBRA 300.000 SEM/HA;2024-12-25
Orden de Trabajo;2025-01-11;OT - 3144;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-01-11
Orden de Trabajo;2025-01-17;OT - 3183;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-01-17
Orden de Trabajo;2024-12-22;OT - 3199;EST. GUTEMBERG-INTI;Pulverización Terrestre;REPASO SECADO;2024-12-22
Orden de Trabajo;2024-12-22;OT - 3200;EST. GUTEMBERG-INTI;Pulverización Terrestre;REPASO GRAMINICIDA;2024-12-22
Orden de Trabajo;2025-01-27;OT - 3207;EST. GUTEMBERG-INTI;Pulverización Terrestre;SECTOR DEL LOTE CON MAYOR PRESION DE MALEZAS;2025-01-27
Orden de Trabajo;2025-01-27;OT - 3208;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-01-27
Orden de Trabajo;2025-01-27;OT - 3209;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-01-27
Orden de Trabajo;2025-01-27;OT - 3210;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-01-27
Orden de Trabajo;2025-02-01;OT - 3212;EST. GUTEMBERG-INTI;Resiembra;;2025-02-01
Orden de Trabajo;2025-02-03;OT - 3243;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-02-03
Orden de Trabajo;2025-02-03;OT - 3244;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-02-03
Orden de Trabajo;2025-02-03;OT - 3245;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-02-03
Orden de Trabajo;2025-02-14;OT - 3252;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-02-14
Orden de Trabajo;2025-02-14;OT - 3253;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-02-14
Orden de Trabajo;2025-02-21;OT - 3254;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-02-21
Orden de Trabajo;2025-02-21;OT - 3255;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-02-21
Orden de Trabajo;2025-02-21;OT - 3256;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-02-21
Orden de Trabajo;2025-02-21;OT - 3257;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-02-21
Orden de Trabajo;2025-02-21;OT - 3258;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-02-21
Orden de Trabajo;2025-02-21;OT - 3259;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-02-21
Orden de Trabajo;2025-02-21;OT - 3260;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-02-21
Orden de Trabajo;2025-02-21;OT - 3261;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-02-21
Orden de Trabajo;2025-02-21;OT - 3262;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-02-21
Orden de Trabajo;2025-03-15;OT - 3304;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-03-15
Orden de Trabajo;2025-03-15;OT - 3305;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-03-15
Orden de Trabajo;2025-03-15;OT - 3306;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-03-15
Orden de Trabajo;2025-03-15;OT - 3307;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-03-15
Orden de Trabajo;2025-03-15;OT - 3308;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-03-15
Orden de Trabajo;2025-03-15;OT - 3309;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-03-15
Orden de Trabajo;2025-03-15;OT - 3310;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-03-15
Orden de Trabajo;2025-03-15;OT - 3311;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-03-15
Orden de Trabajo;2025-03-15;OT - 3312;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-03-15
Orden de Trabajo;2025-04-05;OT - 3331;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-04-05
Orden de Trabajo;2025-04-05;OT - 3332;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-04-05
Orden de Trabajo;2025-05-17;OT - 3376;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-05-17
Orden de Trabajo;2025-05-17;OT - 3377;EST. GUTEMBERG-INTI;Pulverización Terrestre;AJUSTAR SUPERFICIE FINAL POR LOTE;2025-05-17
Orden de Trabajo;2025-06-15;OT - 3380;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-06-15
Orden de Trabajo;2025-06-15;OT - 3381;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-06-15
Orden de Trabajo;2025-06-15;OT - 3382;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-06-15
Orden de Trabajo;2025-06-15;OT - 3383;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-06-15
Orden de Trabajo;2025-06-16;OT - 3393;EST. GUTEMBERG-INTI;Siembra De Grano Fino Con Fertilización;;2025-06-16
Orden de Trabajo;2025-06-16;OT - 3394;EST. GUTEMBERG-INTI;Siembra De Grano Fino Con Fertilización;;2025-06-16
Orden de Trabajo;2025-06-16;OT - 3395;EST. GUTEMBERG-INTI;Siembra De Grano Fino Con Fertilización;;2025-06-16
Orden de Trabajo;2025-09-12;OT - 3420;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-09-12
Orden de Trabajo;2025-09-12;OT - 3421;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-09-12
Orden de Trabajo;2024-12-20;OT - 3101;EST. GUTEMBERG-INTI;Siembra De Grano Grueso Sin Fertilización;DENSIDAD DE SIEMBRA 300.000 SEM/HA;2024-12-25
Orden de Trabajo;2024-12-20;OT - 3102;EST. GUTEMBERG-INTI;Siembra De Grano Grueso Sin Fertilización;DENSIDAD DE SIEMBRA 300.000 SEM/HA;2024-12-25
Orden de Trabajo;2024-12-20;OT - 3103;EST. GUTEMBERG-INTI;Siembra De Grano Grueso Sin Fertilización;DENSIDAD DE SIEMBRA 300.000 SEM/HA;2024-12-25
Orden de Trabajo;2024-12-20;OT - 3104;EST. GUTEMBERG-INTI;Siembra De Grano Grueso Sin Fertilización;DENSIDAD DE SIEMBRA 300.000 SEM/HA;2024-12-25
Orden de Trabajo;2024-12-20;OT - 3105;EST. GUTEMBERG-INTI;Siembra De Grano Grueso Sin Fertilización;DENSIDAD DE SIEMBRA 300.000 SEM/HA;2024-12-25
Orden de Trabajo;2024-12-20;OT - 3106;EST. GUTEMBERG-INTI;Siembra De Grano Grueso Sin Fertilización;DENSIDAD DE SIEMBRA 300.000 SEM/HA;2024-12-25
Orden de Trabajo;2024-12-20;OT - 3107;EST. GUTEMBERG-INTI;Siembra De Grano Grueso Sin Fertilización;DENSIDAD DE SIEMBRA 300.000 SEM/HA;2024-12-25
Orden de Trabajo;2024-12-20;OT - 3108;EST. GUTEMBERG-INTI;Siembra De Grano Grueso Sin Fertilización;DENSIDAD DE SIEMBRA 300.000 SEM/HA;2024-12-25
Orden de Trabajo;2025-01-05;OT - 3115;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-01-05
Orden de Trabajo;2025-01-05;OT - 3116;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-01-05
Orden de Trabajo;2025-01-05;OT - 3117;EST. GUTEMBERG-INTI;Pulverización Terrestre;;2025-01-05
Orden de Trabajo;2024-12-04;OT - 2962;ISLETA LINDA - INTI;Rastra diamante;;2024-12-04
Orden de Trabajo;2024-12-04;OT - 2963;ISLETA LINDA - INTI;Pulverización Terrestre;;2024-12-04
Orden de Trabajo;2024-12-06;OT - 2985;ISLETA LINDA - INTI;Pulverización Terrestre;;2024-12-06
Orden de Trabajo;2024-12-14;OT - 3027;ISLETA LINDA - INTI;Pulverización Terrestre;;2024-12-14
Orden de Trabajo;2024-12-22;OT - 3048;ISLETA LINDA - INTI;Siembra De Grano Grueso Sin Fertilización;DENSIDAD DE SIEMBRA 52.000 SEM/HA;2024-12-22
Orden de Trabajo;2024-12-22;OT - 3049;ISLETA LINDA - INTI;Siembra De Grano Grueso Sin Fertilización;DENSIDAD DE SIEMBRA 52.000 SEM/HA;2024-12-22
Orden de Trabajo;2025-01-11;OT - 3153;ISLETA LINDA - INTI;Pulverización Terrestre;PARTE NORTE DEL LOTE;2025-01-11
Orden de Trabajo;2025-01-11;OT - 3154;ISLETA LINDA - INTI;Pulverización Terrestre;PARTE SUR DEL LOTE /// USAR MAYORAL;2025-01-11
Orden de Trabajo;2025-01-11;OT - 3155;ISLETA LINDA - INTI;Pulverización Terrestre;PARTE SUR DEL LOTE /// USAR ONTARIO HASTA FINALIZAR;2025-01-11
Orden de Trabajo;2025-01-11;OT - 3156;ISLETA LINDA - INTI;Pulverización Terrestre;AJUSTAR SUPERFICIE FINAL;2025-01-11
Orden de Trabajo;2025-01-11;OT - 3157;ISLETA LINDA - INTI;Pulverización Terrestre;AJUSTAR SUPERFICIE FINAL;2025-01-11
Orden de Trabajo;2025-02-04;OT - 3240;ISLETA LINDA - INTI;Pulverización Aerea;APLICAR NUTRIMAX BORO SAN PABLO 1.5LT/HA /// BORO FOLIAR BUNGE Y FACYT 3.4 LT/HA;2025-02-04
Orden de Trabajo;2025-01-29;OT - 3246;ISLETA LINDA - INTI;Fertilización con Altina;;2025-01-29
Orden de Trabajo;2025-03-15;OT - 3302;ISLETA LINDA - INTI;Pulverización Aerea;;2025-03-15
Orden de Trabajo;2025-03-15;OT - 3303;ISLETA LINDA - INTI;Pulverización Aerea;;2025-03-15
Orden de Trabajo;2025-04-03;OT - 3329;ISLETA LINDA - INTI;Pulverización Aerea;180 HAS GLIFOSATO 2LT/HA /// 470 HAS GLIFOSATO 3LT/HA /// SEGUN DETALLE COMPARTIDO;2025-04-03
Orden de Trabajo;2025-04-03;OT - 3330;ISLETA LINDA - INTI;Pulverización Aerea;;2025-04-03
Orden de Trabajo;2025-05-01;OT - 3368;ISLETA LINDA - INTI;Pulverización Aerea;;2025-05-01
Orden de Trabajo;2025-05-01;OT - 3369;ISLETA LINDA - INTI;Pulverización Aerea;;2025-05-01
Orden de Trabajo;2025-05-26;OT - 3385;ISLETA LINDA - INTI;Rolo;;2025-05-26
Orden de Trabajo;2025-06-12;OT - 3386;ISLETA LINDA - INTI;Rolo;;2025-06-12
Orden de Trabajo;2025-09-13;OT - 3422;ISLETA LINDA - INTI;Pulverización Terrestre;;2025-09-13
Orden de Trabajo;2025-09-16;OT - 3423;ISLETA LINDA - INTI;Pulverización Terrestre;PARTE NORTE DEL LOTE CON SULFENTRAZONE;2025-09-16
Orden de Trabajo;2025-09-16;OT - 3424;ISLETA LINDA - INTI;Pulverización Terrestre;PARTE SUR DEL LOTE CON FLUMIOXAZIN;2025-09-16
Orden de Trabajo;2025-09-07;OT - 3425;ISLETA LINDA - INTI;Siembra De Grano Grueso Sin Fertilización;RELEVAR LA SUPERFICIE SEMBRADA CON FERTILIZANTE Y DETALLAR;2025-09-07
Orden de Trabajo;2024-08-31;OT - 2730;IZQUIERDO SRL-INTI;Doble Accion (superficie);;2024-08-31
Orden de Trabajo;2024-08-31;OT - 2731;IZQUIERDO SRL-INTI;Doble Accion (superficie);;2024-08-31
Orden de Trabajo;2024-10-03;OT - 2795;IZQUIERDO SRL-INTI;Pulverización Terrestre;;2024-10-10
Orden de Trabajo;2024-10-03;OT - 2796;IZQUIERDO SRL-INTI;Pulverización Terrestre;;2024-10-10
Orden de Trabajo;2024-12-07;OT - 2996;IZQUIERDO SRL-INTI;Pulverización Terrestre;;2024-12-07
Orden de Trabajo;2024-12-07;OT - 2997;IZQUIERDO SRL-INTI;Pulverización Terrestre;;2024-12-07
Orden de Trabajo;2024-12-07;OT - 2998;IZQUIERDO SRL-INTI;Pulverización Terrestre;;2024-12-07
Orden de Trabajo;2024-12-07;OT - 2999;IZQUIERDO SRL-INTI;Pulverización Terrestre;;2024-12-07
Orden de Trabajo;2024-12-12;OT - 3018;IZQUIERDO SRL-INTI;Pulverización Terrestre;;2024-12-12
Orden de Trabajo;2024-12-12;OT - 3019;IZQUIERDO SRL-INTI;Pulverización Terrestre;;2024-12-12
Orden de Trabajo;2024-12-12;OT - 3020;IZQUIERDO SRL-INTI;Pulverización Terrestre;;2024-12-12
Orden de Trabajo;2024-12-12;OT - 3021;IZQUIERDO SRL-INTI;Pulverización Terrestre;;2024-12-12
Orden de Trabajo;2024-12-16;OT - 3073;IZQUIERDO SRL-INTI;Siembra De Grano Grueso Con Fertilización;DENSIDAD DE SIEMBRA 46.000 SEM/HA;2024-12-16
Orden de Trabajo;2024-12-16;OT - 3074;IZQUIERDO SRL-INTI;Siembra De Grano Grueso Con Fertilización;DENSIDAD DE SIEMBRA 46.000 SEM/HA;2024-12-16
Orden de Trabajo;2024-12-16;OT - 3075;IZQUIERDO SRL-INTI;Siembra De Grano Grueso Con Fertilización;DENSIDAD DE SIEMBRA 42.000 SEM/HA;2024-12-16
Orden de Trabajo;2024-12-16;OT - 3076;IZQUIERDO SRL-INTI;Siembra De Grano Grueso Con Fertilización;DENSIDAD DE SIEMBRA 42.000 SEM/HA;2024-12-16
Orden de Trabajo;2025-01-11;OT - 3149;IZQUIERDO SRL-INTI;Pulverización Terrestre;;2025-01-11
Orden de Trabajo;2025-01-11;OT - 3150;IZQUIERDO SRL-INTI;Pulverización Terrestre;;2025-01-11
Orden de Trabajo;2025-01-11;OT - 3151;IZQUIERDO SRL-INTI;Pulverización Terrestre;;2025-01-11
Orden de Trabajo;2025-01-11;OT - 3152;IZQUIERDO SRL-INTI;Pulverización Terrestre;;2025-01-11
Orden de Trabajo;2025-01-27;OT - 3204;IZQUIERDO SRL-INTI;Pulverización Terrestre;;2025-01-27
Orden de Trabajo;2025-01-27;OT - 3205;IZQUIERDO SRL-INTI;Pulverización Terrestre;;2025-01-27
Orden de Trabajo;2025-01-27;OT - 3206;IZQUIERDO SRL-INTI;Pulverización Terrestre;;2025-01-27
Orden de Trabajo;2025-02-14;OT - 3248;IZQUIERDO SRL-INTI;Pulverización Terrestre;;2025-02-14
Orden de Trabajo;2025-02-14;OT - 3249;IZQUIERDO SRL-INTI;Pulverización Terrestre;;2025-02-14
Orden de Trabajo;2025-02-14;OT - 3250;IZQUIERDO SRL-INTI;Pulverización Terrestre;;2025-02-14
Orden de Trabajo;2025-02-14;OT - 3251;IZQUIERDO SRL-INTI;Pulverización Terrestre;;2025-02-14
Orden de Trabajo;2024-10-16;OT - 2793;La Dulce-INTI;Rastra diamante;;2024-10-16
Orden de Trabajo;2024-10-16;OT - 2794;La Dulce-INTI;Rastra diamante;;2024-10-16
Orden de Trabajo;2024-10-25;OT - 2806;La Dulce-INTI;Pulverización Terrestre;;2024-10-25
Orden de Trabajo;2024-10-25;OT - 2807;La Dulce-INTI;Pulverización Terrestre;;2024-10-25
Orden de Trabajo;2024-10-29;OT - 2808;La Dulce-INTI;Pulverización Terrestre;;2024-10-29
Orden de Trabajo;2024-10-29;OT - 2809;La Dulce-INTI;Pulverización Terrestre;FLUMIOXAZIN PARA 300HAS /// RESTO DE LA SUPERFICIE APLICAR SULFENTRAZONE;2024-10-29
Orden de Trabajo;2024-11-08;OT - 2863;La Dulce-INTI;Pulverización Terrestre;;2024-10-29
Orden de Trabajo;2024-11-08;OT - 2864;La Dulce-INTI;Pulverización Terrestre;;2024-10-29
Orden de Trabajo;2024-11-10;OT - 2865;La Dulce-INTI;Pulverización Terrestre;;2024-11-10
Orden de Trabajo;2024-11-10;OT - 2866;La Dulce-INTI;Pulverización Terrestre;;2024-11-10
Orden de Trabajo;2024-11-10;OT - 2867;La Dulce-INTI;Siembra De Grano Grueso Con Fertilización;DENSIDAD DE SIEMBRA 2.7 SEM/MT_ 54.000 SEM/HA;2024-11-10
Orden de Trabajo;2024-11-10;OT - 2868;La Dulce-INTI;Siembra De Grano Grueso Con Fertilización;DENSIDAD DE SIEMBRA 2.7 SEM/MT_ 54.000 SEM/HA;2024-11-10
Orden de Trabajo;2024-10-29;OT - 2900;La Dulce-INTI;Pulverización Terrestre;;2024-10-29
Orden de Trabajo;2024-12-20;OT - 3042;La Dulce-INTI;Pulverización Aerea;DOSIS FITOESTIMUTALE STIMULATE 250CC/HA /// DOSIS FERTILIZANTE LIQUIDO NITROPLUS 3 LT/HA;2024-12-20
Orden de Trabajo;2024-12-20;OT - 3043;La Dulce-INTI;Pulverización Aerea;DOSIS FITOESTIMUTALE STIMULATE 250CC/HA /// DOSIS FERTILIZANTE LIQUIDO NITROPLUS 3 LT/HA;2024-12-20
Orden de Trabajo;2024-12-30;OT - 3086;La Dulce-INTI;Pulverización Terrestre;;2024-12-30
Orden de Trabajo;2024-12-30;OT - 3087;La Dulce-INTI;Pulverización Terrestre;;2024-12-30
Orden de Trabajo;2025-03-03;OT - 3316;La Dulce-INTI;Pulverización Aerea;;2025-03-03
Orden de Trabajo;2025-04-14;OT - 3349;La Dulce-INTI;Rolo;;2025-04-14
Orden de Trabajo;2025-05-06;OT - 3366;La Dulce-INTI;Siembra de Cobertura;;2025-05-06
Orden de Trabajo;2025-06-04;OT - 3388;La Dulce-INTI;Pulverización Terrestre;;2025-06-04
Orden de Trabajo;2025-07-01;OT - 3398;La Dulce-INTI;Pulverización Terrestre;;2025-07-01
Orden de Trabajo;2025-01-06;OT - 3118;La Dulce-INTI;Pulverización Aerea;;2025-01-06
Orden de Trabajo;2025-01-06;OT - 3119;La Dulce-INTI;Pulverización Aerea;;2025-01-06
Orden de Trabajo;2019-09-17;OT - 237;LA GAMA;Pulverización Terrestre;caudal agua 80 lts/ha - presion alta;
Orden de Trabajo;2019-09-17;OT - 238;LA GAMA;Pulverización Terrestre;caudal agua 80 lts/ha - presion alta;
Orden de Trabajo;2019-09-17;OT - 239;LA GAMA;Pulverización Terrestre;caudal agua 80 lts/ha - presion alta;
Orden de Trabajo;2019-09-17;OT - 240;LA GAMA;Pulverización Terrestre;caudal agua 80 lts/ha - presion alta;
Orden de Trabajo;2019-09-17;OT - 241;LA GAMA;Pulverización Terrestre;caudal de agua 80 lt/ha - presion alta;
Orden de Trabajo;2019-09-20;OT - 249;LA GAMA;Pulverización Terrestre;CAUDAL AGUA 80 LTS/HA - PRESION DE TRABAJO NORMAL;
Orden de Trabajo;2019-09-20;OT - 250;LA GAMA;Pulverización Terrestre;CAUDAL AGUA 80 LTS/HA - PRESION DE TRABAJO NORMAL // VER PLANO;
Orden de Trabajo;2019-09-21;OT - 269;LA GAMA;Pulverización Terrestre;caudal de agua 80 lts/ha - presion de trabajo alta - lote 8W;
Orden de Trabajo;2019-09-21;OT - 270;LA GAMA;Pulverización Terrestre;caudal de agua 80 lts/ha - presion de trabajo alta - lote 8E;
Orden de Trabajo;2019-10-07;OT - 294;LA GAMA;Pulverización Terrestre;caudal 80 lts - presion de trabajo alta- pastilla cono hueco;
Orden de Trabajo;2019-10-07;OT - 295;LA GAMA;Pulverización Terrestre;caudal de agua 80 lts/ha - presion de trabajo alta - pastilla cono hueco;
Orden de Trabajo;2019-10-07;OT - 296;LA GAMA;Pulverización Terrestre;caudal de agua 80 lts/ha - presion de trabajo alta - pastilla cono hueco;
Orden de Trabajo;2019-10-07;OT - 297;LA GAMA;Pulverización Terrestre;caudal de agua 80 lts/ha - presion de trabajo alta - pastilla cono hueco;
Orden de Trabajo;2019-10-12;OT - 303;LA GAMA;Pulverización Terrestre;costas con centeno		vel. viento 4km/hs;
Orden de Trabajo;2019-10-08;OT - 304;LA GAMA;Pulverización Terrestre;realizaremos control de grami´neas en borduras SE y costas E del lote. VER ESQUEMA.;
Orden de Trabajo;2019-10-12;OT - 305;LA GAMA;Pulverización Terrestre;tratamientos sectorizados en costas, borduras de me´danos y lomas. VER ESQUEMA	 vel viento 9km/hs;
Orden de Trabajo;2019-10-12;OT - 306;LA GAMA;Pulverización Terrestre;tratamientos sectorizados en costas, borduras de me´danos y lomas. VER ESQUEMA	vel. viento 4km/hs;
Orden de Trabajo;2019-10-12;OT - 307;LA GAMA;Pulverización Terrestre;VER ESQUEMA		vel. viento 6-10 km/hs;
Orden de Trabajo;2019-10-17;OT - 309;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2019-09-17;OT - 310;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2019-09-17;OT - 311;LA GAMA;Pulverización Terrestre;;
Orden de Trabajo;2019-09-17;OT - 312;LA GAMA;Pulverización Terrestre;;
